,sales
120650,25782.838
348976,25519.475
409588,25782.838
62402,26494.988
56011,25782.838
648339,24807.324
348345,26494.988
503712,26494.988
449656,327.30405
521673,26494.988
460622,25782.838
315090,26494.988
97225,26494.988
565487,25782.838
258825,25519.475
108698,327.30405
516171,321.71573
481061,25782.838
130448,25782.838
305794,26494.988
498324,25782.838
425155,26494.988
583219,26494.988
557014,25782.838
180820,25782.838
398784,25782.838
560735,327.30405
223104,25782.838
566267,26494.988
472976,327.30405
371913,26494.988
641266,25782.838
453370,26494.988
103126,25782.838
240159,26494.988
125960,26494.988
504116,25519.475
221957,25782.838
158687,327.30405
130075,25782.838
110454,26494.988
139674,24807.324
603817,25782.838
492430,24807.324
512951,26494.988
323293,25782.838
627878,25782.838
659696,25782.838
216441,25782.838
21948,25782.838
674024,25782.838
630375,25782.838
695029,26494.988
470234,25782.838
556021,25519.475
657040,25519.475
644190,25782.838
448295,327.30405
246791,26494.988
268866,327.30405
704700,26494.988
51540,327.30405
347519,327.30405
620462,25782.838
358800,25782.838
273302,25782.838
439982,26494.988
481062,25782.838
709088,327.30405
291872,26494.988
132429,25782.838
651084,26494.988
200195,26494.988
90289,26494.988
533701,24807.324
544726,327.30405
212827,25782.838
132460,25782.838
124163,25519.475
550718,26494.988
394635,25782.838
406821,25782.838
125643,25782.838
132555,25782.838
94187,327.30405
354959,25782.838
102147,25782.838
633783,25782.838
460382,25782.838
379228,25782.838
711396,327.30405
588216,26494.988
278604,26494.988
684782,26494.988
109113,327.30405
695889,25782.838
639714,24807.324
312893,24807.324
443019,26494.988
527940,27704.025
454070,25519.475
571453,25782.838
57658,26494.988
82039,327.30405
411082,327.30405
127371,25782.838
625244,327.30405
133089,25782.838
331474,25782.838
472823,24807.324
501791,25782.838
462293,25782.838
506334,25782.838
357405,327.30405
554782,25782.838
657552,26494.988
506553,26494.988
460797,25782.838
461656,25519.475
105431,25519.475
329475,327.30405
663233,26494.988
397188,327.30405
499148,25782.838
461103,25782.838
431890,26494.988
11955,25782.838
373201,25782.838
283156,25782.838
218628,25782.838
58228,327.30405
583560,25782.838
686828,26494.988
643063,25782.838
251328,26494.988
277418,327.30405
380884,26494.988
522649,327.30405
139016,26494.988
76632,25782.838
493762,25782.838
219601,25519.475
617387,327.30405
573626,25782.838
123318,26494.988
575841,25519.475
562991,25782.838
140501,327.30405
637285,26494.988
386197,26494.988
310960,26494.988
688428,25782.838
627661,25782.838
639564,327.30405
377563,26494.988
567610,25519.475
105009,194.49442
270556,25782.838
277340,26494.988
566429,25782.838
440579,25782.838
158349,26494.988
648066,26494.988
119486,327.30405
104895,194.49442
74900,25782.838
44053,321.71573
459225,25782.838
620563,25782.838
218759,26494.988
295239,327.30405
511676,24807.324
579317,26494.988
434391,26494.988
446425,26494.988
404391,25782.838
621101,25782.838
655117,26494.988
462982,26494.988
328266,25782.838
413170,25519.475
496063,26494.988
336401,25782.838
244204,26494.988
128209,25782.838
259458,24807.324
69817,24807.324
624232,25782.838
645969,25782.838
286144,26494.988
117342,25782.838
520937,544.04193
230000,24807.324
581942,26494.988
96881,25782.838
550166,26494.988
25363,26494.988
490846,26494.988
604894,24807.324
471494,327.30405
607876,26494.988
12093,25782.838
633616,24807.324
129359,26494.988
564954,25519.475
16546,24807.324
386629,25782.838
397412,25782.838
547067,24807.324
466227,25782.838
391150,25782.838
611265,327.30405
392893,26494.988
369401,25782.838
265488,26494.988
521563,25782.838
17439,25782.838
22705,25782.838
271943,327.30405
359189,25782.838
292635,25782.838
450811,327.30405
661901,25782.838
304018,25782.838
482066,26494.988
51476,25782.838
464241,26494.988
163815,26494.988
516380,327.30405
2281,25782.838
170430,25782.838
521907,327.30405
527172,25782.838
587880,26494.988
556811,25782.838
345012,327.30405
696699,26494.988
380483,25782.838
547273,26494.988
218635,327.30405
477649,327.30405
478098,26494.988
293469,327.30405
169556,327.30405
480492,24807.324
115994,327.30405
635261,25519.475
143190,26494.988
289173,26494.988
411105,26494.988
557791,327.30405
271619,25782.838
574860,24807.324
690022,327.30405
560180,25519.475
704275,25782.838
405307,25782.838
66403,26494.988
183637,25782.838
537860,25782.838
275456,25782.838
318415,25782.838
601040,25782.838
554125,25782.838
200069,24807.324
148954,25519.475
395697,26494.988
634265,25782.838
435580,25519.475
29914,25782.838
197997,25519.475
325291,327.30405
139298,24807.324
633523,26494.988
462453,25782.838
361428,26494.988
317370,25782.838
8609,25782.838
247359,25782.838
309162,25782.838
682814,26494.988
553703,26494.988
377053,26494.988
201530,327.30405
593446,26494.988
499326,327.30405
43846,24807.324
615726,24807.324
449114,26494.988
394001,25782.838
565368,25782.838
598134,27.041248
705577,25519.475
599533,25782.838
23041,25782.838
227523,25782.838
315629,25519.475
299160,327.30405
242411,26494.988
540908,26494.988
606392,26494.988
620735,25782.838
488559,25519.475
570830,25782.838
529757,25782.838
609051,327.30405
146994,25782.838
474635,327.30405
217652,25782.838
214316,327.30405
627115,25782.838
642479,25782.838
460377,25782.838
84104,25782.838
495819,25782.838
583338,327.30405
79932,25782.838
208236,25782.838
443473,25782.838
18720,26494.988
682334,26494.988
269777,25519.475
594865,25782.838
455491,26494.988
468699,25782.838
640492,25782.838
137879,26494.988
554039,25782.838
9727,327.30405
105490,25782.838
331357,327.30405
25044,25782.838
621717,26494.988
129479,327.30405
461995,26494.988
601339,25782.838
260623,24807.324
274883,25782.838
446932,25782.838
136820,25519.475
8783,26494.988
110822,25782.838
566328,26494.988
289238,25782.838
249144,25782.838
469122,25782.838
573417,25782.838
693473,25519.475
384946,24807.324
356351,25782.838
600905,25782.838
637425,26494.988
512814,327.30405
601238,26494.988
185014,327.30405
6045,25782.838
132706,25782.838
599808,26494.988
445043,26494.988
161964,25782.838
655227,25782.838
541112,25782.838
614222,26494.988
428957,25782.838
286781,26494.988
215859,25782.838
252038,26494.988
558051,25782.838
271134,26494.988
283270,25782.838
49244,26494.988
149049,26494.988
68267,25782.838
239061,25782.838
370021,26494.988
674965,26494.988
592100,26494.988
263728,25782.838
621068,544.04193
577043,25782.838
187608,25782.838
429127,26494.988
557252,26494.988
373562,327.30405
626102,25782.838
406639,26494.988
277751,25782.838
707328,25782.838
576209,25782.838
467942,26494.988
184490,25519.475
344704,327.30405
49970,26494.988
390067,327.30405
291012,327.30405
434948,327.30405
82630,26494.988
290899,25519.475
563644,25782.838
401911,26494.988
49547,25519.475
119122,327.30405
536527,24807.324
71183,441.066
393944,26494.988
45377,25782.838
22950,327.30405
624500,327.30405
358105,26494.988
215975,327.30405
643976,25782.838
430382,327.30405
503995,24807.324
661828,25782.838
170670,26494.988
349124,327.30405
563205,25782.838
146335,25782.838
378226,26494.988
252550,24807.324
589631,26494.988
456144,25782.838
517055,327.30405
547603,25519.475
690016,26494.988
500371,25782.838
184506,25782.838
352920,26494.988
485276,25782.838
619645,25782.838
72572,25782.838
125929,26494.988
645055,327.30405
536382,25782.838
283062,27.041248
566563,25782.838
477186,25782.838
90310,25782.838
140893,25782.838
640016,25782.838
365792,24807.324
418718,25782.838
474881,25782.838
379107,25782.838
417978,25519.475
401898,194.49442
14047,25782.838
596696,26494.988
411261,26494.988
438758,25782.838
436640,327.30405
340021,25782.838
187362,327.30405
258896,25782.838
288992,327.30405
695234,26494.988
240297,25782.838
60985,327.30405
557646,327.30405
641256,25519.475
535802,25782.838
98551,24807.324
158013,25782.838
388079,25782.838
301923,327.30405
545026,25519.475
580441,327.30405
75619,26494.988
614256,25782.838
228053,24807.324
473057,26494.988
118217,25782.838
460169,25782.838
619484,25782.838
276181,25519.475
345168,24807.324
458427,24807.324
118517,27.041248
552267,25782.838
426625,26494.988
81519,25782.838
574931,25782.838
90703,25782.838
196811,25782.838
409682,24807.324
380174,24807.324
539758,26494.988
364753,25782.838
126341,24807.324
1097,25782.838
435198,26494.988
710266,26494.988
388223,25782.838
154422,25782.838
224290,25782.838
594444,25782.838
257558,25782.838
666085,24807.324
10046,26494.988
331899,25782.838
481791,25782.838
398617,24807.324
360126,25782.838
463239,26494.988
64024,26494.988
239181,25782.838
472523,26494.988
231667,25782.838
141888,25782.838
198747,327.30405
191135,26494.988
10442,25782.838
244123,26494.988
531868,26494.988
461563,25782.838
179508,25782.838
102477,25782.838
629233,26494.988
19861,26494.988
696753,327.30405
564411,25782.838
45820,26494.988
692526,25782.838
457623,327.30405
410107,25782.838
206390,27.041248
460120,25782.838
312680,194.49442
331628,25782.838
692401,327.30405
466893,26494.988
21662,327.30405
620353,25782.838
249322,24807.324
241631,24807.324
530390,26494.988
443114,25782.838
473569,24807.324
300016,26494.988
621490,26494.988
550436,327.30405
648777,25782.838
667316,327.30405
441254,26494.988
645483,26494.988
498974,327.30405
113539,26494.988
416548,327.30405
601911,327.30405
526630,25519.475
244980,25519.475
209259,26494.988
197349,25782.838
696137,25782.838
115093,25519.475
662939,327.30405
388613,327.30405
130113,25782.838
483001,24807.324
390520,25782.838
161636,26494.988
188592,25782.838
426560,25782.838
30370,25782.838
204009,194.49442
457335,24807.324
352584,25782.838
45222,321.71573
479349,25782.838
334023,327.30405
145320,327.30405
443744,24807.324
627329,327.30405
76714,24807.324
156358,26494.988
485755,26494.988
242378,26494.988
230680,26494.988
25449,25782.838
241461,25782.838
251375,26494.988
212336,25782.838
555381,25782.838
583773,25782.838
520283,194.49442
624559,26494.988
345431,26494.988
537070,327.30405
469490,327.30405
544363,26494.988
512205,25782.838
670635,26494.988
667284,25782.838
655853,25782.838
342560,25782.838
415407,25782.838
581482,25782.838
710895,544.04193
618383,24807.324
33303,25782.838
593871,25782.838
299194,25519.475
528561,24807.324
625872,26494.988
176765,25782.838
361438,327.30405
452637,26494.988
560482,327.30405
124366,26494.988
151343,25782.838
64147,25782.838
321214,25782.838
143454,321.71573
411740,25519.475
533520,327.30405
261577,25782.838
468303,25782.838
52509,24807.324
663387,26494.988
52445,25782.838
266154,25519.475
612112,24807.324
561192,25782.838
687620,26494.988
463429,25782.838
124312,24807.324
541065,327.30405
4674,26494.988
459950,26494.988
135627,25782.838
188937,25519.475
34427,327.30405
339877,25782.838
660686,25782.838
444173,194.49442
114487,25782.838
604220,25782.838
484998,24807.324
565479,25519.475
449207,25782.838
327008,327.30405
112474,327.30405
476101,26494.988
174937,26494.988
347491,122.22734
191067,25782.838
321347,327.30405
395130,26494.988
67920,26494.988
165861,26494.988
77860,26494.988
398877,26494.988
570680,25782.838
567980,26494.988
58701,26494.988
130156,327.30405
398530,25782.838
174813,327.30405
271447,26494.988
211952,25782.838
434862,25782.838
700268,24807.324
55990,26494.988
492708,24807.324
27714,26494.988
711260,327.30405
349976,327.30405
492301,25782.838
492563,25782.838
605007,26494.988
150403,25782.838
29550,25519.475
222864,25782.838
94315,25782.838
181897,25782.838
322789,327.30405
642293,327.30405
222812,24807.324
486888,25782.838
273866,24807.324
510818,26494.988
456327,24807.324
123413,25782.838
282265,25782.838
494267,26494.988
291153,25782.838
578516,327.30405
105420,25782.838
558101,25782.838
278832,24807.324
546125,25782.838
494622,25519.475
135917,24807.324
527799,26494.988
534496,25519.475
260811,26494.988
491607,26494.988
389560,25519.475
688153,25782.838
434239,327.30405
434680,26494.988
525876,321.71573
72662,25782.838
59484,26494.988
168115,327.30405
172374,25519.475
133382,25782.838
183742,25782.838
231641,25782.838
611331,327.30405
699836,26494.988
35735,26494.988
422759,26494.988
95549,26494.988
32008,26494.988
473732,26494.988
351505,26494.988
689134,25782.838
93010,25782.838
426247,25782.838
101266,25782.838
307466,327.30405
32617,25782.838
320042,27.041248
445708,194.49442
128570,327.30405
231301,25782.838
29440,26494.988
663065,26494.988
594432,25782.838
276020,24807.324
168226,25519.475
584070,26494.988
88111,25782.838
382,25782.838
518061,24807.324
72297,25782.838
28952,24807.324
557459,26494.988
220710,327.30405
17586,26494.988
436683,24807.324
680795,25519.475
569978,24807.324
610910,24807.324
201985,327.30405
672028,25782.838
284618,25782.838
88123,24807.324
444273,25782.838
130804,25782.838
215606,26494.988
101215,25782.838
19719,327.30405
162330,25782.838
129205,327.30405
663884,26494.988
624622,25519.475
345373,25519.475
374510,26494.988
129659,25782.838
311737,25782.838
538786,25782.838
213617,25782.838
516605,25519.475
650689,26494.988
145566,26494.988
265105,26494.988
436944,25782.838
219046,26494.988
479328,327.30405
396865,25519.475
206506,25782.838
499925,26494.988
577194,321.71573
336579,26494.988
350388,25782.838
128302,194.49442
679743,25782.838
706652,25519.475
129751,26494.988
359482,24807.324
96864,25519.475
162473,26494.988
642205,327.30405
507162,26494.988
194272,327.30405
152831,25519.475
27067,25782.838
126312,25782.838
705089,25782.838
374842,25519.475
480020,327.30405
464694,25782.838
33199,25782.838
389881,26494.988
424247,327.30405
461216,24807.324
604756,26494.988
381698,26494.988
519570,25782.838
139743,26494.988
552029,327.30405
226130,25782.838
367427,26494.988
224742,25519.475
368403,321.71573
168650,26494.988
18749,26494.988
407151,25782.838
334081,24807.324
586538,26494.988
609,25782.838
654703,25782.838
382458,26494.988
647506,327.30405
509418,25782.838
336184,25782.838
139423,26494.988
111686,25782.838
328944,26494.988
372723,26494.988
530037,26494.988
607590,25782.838
279168,25519.475
373994,25519.475
445019,26494.988
336994,26494.988
619589,25519.475
694281,25782.838
392227,24807.324
426071,327.30405
374502,26494.988
512384,25782.838
212096,26494.988
92608,26494.988
595439,25782.838
616932,25782.838
597413,26494.988
453754,26494.988
664089,26494.988
44245,25782.838
564080,26494.988
418798,25782.838
533982,25519.475
145701,26494.988
503869,327.30405
19184,25519.475
235991,25782.838
669743,24807.324
422853,24807.324
37502,24807.324
152883,327.30405
141408,26494.988
430107,25782.838
499860,26494.988
194836,26494.988
644717,24807.324
611059,26494.988
217170,25782.838
369146,26494.988
217147,25782.838
628899,25519.475
113793,24807.324
122475,26494.988
289615,327.30405
345863,25782.838
456348,25519.475
108168,24807.324
524756,26494.988
683674,25519.475
676786,26494.988
171540,26494.988
492433,26494.988
657010,24807.324
547988,24807.324
134889,26494.988
221961,327.30405
287191,26494.988
688211,25519.475
528634,26494.988
156216,327.30405
673344,25782.838
4556,24807.324
59748,26494.988
553301,26494.988
121525,25782.838
207155,26494.988
589387,25782.838
388139,26494.988
148248,26494.988
710020,327.30405
557445,327.30405
306887,327.30405
638646,544.04193
532536,26494.988
592275,194.49442
8729,26494.988
24384,26494.988
647318,25782.838
237634,25519.475
536494,26494.988
552608,25782.838
504761,327.30405
417716,26494.988
204512,24807.324
327891,321.71573
129720,25782.838
107024,25782.838
229000,25782.838
440422,25782.838
586629,24807.324
58838,26494.988
612106,25782.838
442744,25519.475
320929,25782.838
617871,25782.838
37481,24807.324
658001,25782.838
384351,25782.838
351653,26494.988
30543,26494.988
677976,26494.988
69764,25519.475
507600,26494.988
389146,25782.838
252090,26494.988
385574,25782.838
610715,327.30405
258457,25782.838
173349,26494.988
425485,25519.475
223206,26494.988
489832,25782.838
21535,25782.838
434907,25782.838
604508,26494.988
105001,26494.988
14400,25519.475
637683,25782.838
139787,24807.324
226064,25782.838
506900,25782.838
303535,321.71573
83284,25782.838
117773,544.04193
414411,26494.988
697509,25782.838
125775,26494.988
570617,25782.838
76944,25519.475
340694,327.30405
592867,26494.988
277871,25782.838
51157,327.30405
518650,327.30405
578993,25782.838
568169,25782.838
384760,26494.988
329401,25782.838
91594,25782.838
21713,24807.324
328740,25782.838
561485,26494.988
287962,26494.988
17864,26494.988
404505,26494.988
348956,26494.988
621675,26494.988
112126,24807.324
557229,327.30405
110187,26494.988
458104,26494.988
475262,24807.324
599590,25782.838
213145,25782.838
298370,25782.838
444621,327.30405
491791,24807.324
657015,25519.475
303667,327.30405
453129,25519.475
471346,26494.988
477678,327.30405
704297,26494.988
60571,26494.988
601812,24807.324
439623,25782.838
32199,25782.838
191359,25782.838
229726,26494.988
85260,26494.988
554220,25782.838
91085,25782.838
163482,26494.988
311505,327.30405
628508,25782.838
264705,26494.988
4180,24807.324
394666,25782.838
46367,26494.988
143362,327.30405
292446,25782.838
575842,26494.988
154802,327.30405
491830,24807.324
145622,25782.838
700939,26494.988
687268,25782.838
268115,26494.988
172297,26494.988
331623,327.30405
248856,25519.475
59596,327.30405
617402,26494.988
691619,25782.838
584247,25782.838
567687,25782.838
498766,24807.324
459601,25519.475
282943,26494.988
299444,27.041248
584293,544.04193
53622,26494.988
57968,26494.988
65223,25782.838
248053,26494.988
29389,24807.324
315379,25519.475
589967,26494.988
605021,26494.988
435287,24807.324
391024,26494.988
98665,26494.988
4828,26494.988
35175,25519.475
292217,24807.324
582526,26494.988
703438,26494.988
669622,327.30405
486560,25782.838
92408,25519.475
463339,25782.838
145484,25782.838
667920,327.30405
238235,25782.838
95234,25782.838
436005,25782.838
510159,25519.475
584871,25782.838
459092,25519.475
548520,25782.838
566385,327.30405
120209,26494.988
559431,26494.988
537485,26494.988
30321,327.30405
503283,26494.988
25672,24807.324
509825,25782.838
66251,25519.475
352187,25782.838
69718,25782.838
565248,26494.988
106231,25782.838
52469,26494.988
2246,25782.838
238137,26494.988
582331,25782.838
324644,25782.838
624915,26494.988
455577,26494.988
421923,26494.988
657904,27.041248
565321,327.30405
215969,25782.838
62841,25782.838
273340,327.30405
101938,26494.988
571132,25782.838
631185,25782.838
17881,26494.988
316319,24807.324
691332,27.041248
133262,544.04193
70262,25782.838
565676,25519.475
121388,327.30405
93523,25782.838
16045,25782.838
249916,25782.838
82879,327.30405
360979,25782.838
25495,327.30405
57671,327.30405
391061,25519.475
577521,25782.838
504300,327.30405
680900,27.041248
471694,25782.838
149161,26494.988
191300,26494.988
539365,194.49442
48698,25519.475
160272,24807.324
612198,327.30405
282153,26494.988
289939,25782.838
345996,26494.988
47099,25782.838
416166,327.30405
558706,25782.838
353818,25782.838
594658,26494.988
278995,25782.838
401571,25782.838
447990,25782.838
336915,26494.988
643896,25782.838
450560,327.30405
70556,327.30405
151746,25519.475
167438,25782.838
308408,327.30405
224581,25519.475
451069,24807.324
380976,26494.988
542443,26494.988
546775,327.30405
551458,25782.838
620476,26494.988
558664,26494.988
129273,26494.988
235734,26494.988
532152,25782.838
493982,25782.838
307036,26494.988
587386,26494.988
624965,25782.838
340825,26494.988
94795,25782.838
62233,26494.988
225730,24807.324
668969,24807.324
96418,25519.475
407992,25782.838
288882,25782.838
138967,25782.838
193260,24807.324
397665,327.30405
375447,24807.324
471489,24807.324
456751,25782.838
204250,26494.988
601823,26494.988
643301,26494.988
488498,25782.838
620302,24807.324
252779,25519.475
516921,24807.324
175493,327.30405
232380,25782.838
58974,544.04193
572931,26494.988
328958,25782.838
235735,25519.475
552379,327.30405
458433,25519.475
591084,327.30405
65787,327.30405
571544,26494.988
527996,26494.988
382635,25782.838
318181,25519.475
253623,25782.838
578031,26494.988
317818,327.30405
102028,26494.988
662599,24807.324
137532,25782.838
171854,25782.838
488769,327.30405
704181,25782.838
132467,26494.988
230563,25782.838
459527,24807.324
551724,25519.475
40124,26494.988
139386,25782.838
337811,327.30405
72303,26494.988
688050,26494.988
86205,25782.838
229395,25519.475
89911,25519.475
678177,25782.838
100102,327.30405
284208,327.30405
46272,25782.838
385132,25782.838
626696,25782.838
275602,26494.988
315158,25782.838
397281,327.30405
235106,25782.838
440163,25782.838
529243,327.30405
15221,24807.324
511789,26494.988
87034,25782.838
256996,26494.988
599327,25782.838
665515,26494.988
550822,25782.838
230483,327.30405
276717,25519.475
650563,26494.988
15939,25782.838
302677,122.22734
666228,25519.475
569287,24807.324
64211,26494.988
276104,25782.838
77413,26494.988
142199,327.30405
238919,25782.838
434144,25782.838
386106,25782.838
275219,26494.988
166831,25782.838
103813,25519.475
14056,327.30405
116005,26494.988
339956,26494.988
421227,24807.324
99760,26494.988
12417,25782.838
544762,26494.988
94653,25782.838
112494,327.30405
480939,327.30405
145224,25519.475
587988,327.30405
172828,24807.324
572287,26494.988
515276,25782.838
270929,25782.838
446863,327.30405
562914,25782.838
18520,26494.988
529375,25782.838
520635,26494.988
241592,327.30405
328837,27.041248
13638,26494.988
106835,25782.838
673645,25782.838
343026,25782.838
280082,25519.475
388723,25782.838
434075,25519.475
266643,321.71573
220866,24807.324
707055,26494.988
575753,25782.838
259061,25782.838
6171,25782.838
655640,25782.838
246088,24807.324
486918,26494.988
24290,26494.988
165942,327.30405
2669,25782.838
664048,27.041248
154705,25519.475
556003,25782.838
261884,321.71573
298728,25782.838
23499,24807.324
7199,327.30405
258284,327.30405
339160,24807.324
490003,26494.988
494509,26494.988
596681,25782.838
550677,26494.988
575765,26494.988
407389,327.30405
238814,26494.988
242060,26494.988
122153,327.30405
523886,26494.988
239210,25519.475
704903,327.30405
132623,25782.838
277325,25782.838
132417,25782.838
412208,327.30405
515001,327.30405
462201,25782.838
360789,26494.988
268483,24807.324
681092,25782.838
179731,25782.838
67424,25782.838
360709,26494.988
632438,26494.988
680761,24807.324
268803,25782.838
631176,26494.988
686288,26494.988
169935,25782.838
179853,327.30405
432596,327.30405
356546,25519.475
537675,25782.838
118968,25782.838
117240,26494.988
129868,25782.838
519912,26494.988
442945,25782.838
176136,26494.988
149413,26494.988
128186,24807.324
707335,25782.838
106925,25782.838
26894,26494.988
446257,327.30405
205040,25782.838
555545,25782.838
479228,26494.988
617119,25782.838
389573,25782.838
370665,26494.988
58372,25519.475
458639,24807.324
632142,26494.988
162278,25782.838
701627,26494.988
521153,25782.838
323,24807.324
374828,25782.838
487448,25519.475
395609,26494.988
184768,26494.988
116566,25782.838
403422,26494.988
643105,25782.838
221988,327.30405
146412,24807.324
287273,25782.838
54026,25782.838
193283,26494.988
687257,26494.988
579215,25782.838
575843,25782.838
201429,25782.838
579454,26494.988
431593,26494.988
21331,25519.475
8365,327.30405
511630,327.30405
459681,26494.988
506753,25782.838
124718,26494.988
427012,26494.988
512188,25782.838
238060,327.30405
331724,544.04193
258177,26494.988
318580,26494.988
456306,25519.475
636958,24807.324
642412,26494.988
148931,26494.988
673224,25782.838
356778,26494.988
476505,25782.838
208432,24807.324
668337,25782.838
421946,26494.988
501785,26494.988
325607,26494.988
394307,26494.988
61263,25519.475
512183,26494.988
142735,26494.988
698457,24807.324
402502,24807.324
303162,327.30405
191831,691.0328
392265,327.30405
523435,327.30405
662268,26494.988
552451,26494.988
64755,25782.838
61930,25782.838
43315,26494.988
544741,25782.838
25680,26494.988
120661,327.30405
182542,327.30405
605057,26494.988
357783,25519.475
619464,25782.838
277115,26494.988
235725,26494.988
445645,25782.838
473581,25782.838
702519,25782.838
335211,26494.988
283403,25782.838
53771,26494.988
27271,25782.838
423690,26494.988
460029,26494.988
510462,25519.475
497382,25782.838
420791,26494.988
372043,24807.324
431639,25782.838
406210,26494.988
683440,25782.838
10031,27.041248
21057,327.30405
227461,25782.838
133658,26494.988
632152,327.30405
648411,25782.838
676921,26494.988
5242,26494.988
212186,327.30405
367374,25782.838
600629,25782.838
554776,25782.838
512939,24807.324
563793,25782.838
411876,25782.838
357294,24807.324
55263,327.30405
572031,26494.988
691125,25782.838
515811,25519.475
282105,327.30405
288316,26494.988
429415,327.30405
281949,25782.838
135296,25782.838
706738,25782.838
362305,327.30405
379547,26494.988
41003,25782.838
267483,25782.838
156952,25782.838
372441,26494.988
440194,25782.838
523617,25782.838
78851,327.30405
219228,26494.988
493184,26494.988
598200,25782.838
498941,25782.838
644105,25782.838
300508,327.30405
513968,24807.324
351346,25782.838
40484,26494.988
572244,25782.838
177454,327.30405
253686,26494.988
174233,26494.988
677339,25782.838
222881,25782.838
366421,26494.988
701710,25782.838
59523,25782.838
539327,25519.475
607027,327.30405
420226,25782.838
580766,25782.838
238303,25782.838
349108,25782.838
367656,26494.988
235883,25782.838
172137,194.49442
17860,25519.475
404575,25782.838
551987,25782.838
641610,25782.838
29208,26494.988
52661,26494.988
308237,26494.988
97628,25782.838
232373,327.30405
494285,25519.475
229232,25782.838
56969,26494.988
32344,25782.838
323497,26494.988
422553,26494.988
197491,25782.838
10778,26494.988
371433,26494.988
657879,25782.838
306299,25782.838
428743,24807.324
573636,25782.838
551850,26494.988
485516,26494.988
675218,327.30405
561544,25782.838
635802,25782.838
160305,26494.988
189377,25782.838
14832,26494.988
622683,25519.475
307908,26494.988
611962,26494.988
262732,327.30405
122584,327.30405
50781,25782.838
683958,25519.475
128744,25782.838
699309,26494.988
88759,24807.324
458556,25782.838
99694,25782.838
94771,25782.838
19294,26494.988
361801,25519.475
558401,327.30405
540721,25782.838
544947,327.30405
585685,25782.838
247141,24807.324
515982,26494.988
538920,26494.988
560571,26494.988
621808,25782.838
569705,25519.475
526032,25782.838
622985,25782.838
413753,25519.475
122444,25782.838
447335,26494.988
111768,26494.988
244827,25782.838
112830,26494.988
384836,25782.838
21750,25782.838
514151,327.30405
322125,26494.988
156935,327.30405
257952,25782.838
549663,25782.838
592636,26494.988
106961,26494.988
598207,26494.988
236502,25782.838
363090,25782.838
386672,26494.988
599372,327.30405
383092,25782.838
227049,25782.838
383397,25519.475
263767,26494.988
325100,327.30405
602224,25519.475
648948,25782.838
520018,122.22734
618294,25782.838
220886,26494.988
319694,25782.838
222267,25782.838
185552,25519.475
258754,25782.838
40046,26494.988
655043,327.30405
84453,26494.988
432255,25782.838
115633,26494.988
211341,25782.838
217174,25782.838
143140,24807.324
558722,25782.838
423389,26494.988
558976,26494.988
124640,25782.838
22125,25782.838
114197,24807.324
146489,24807.324
540079,26494.988
629702,25782.838
245916,327.30405
201872,25782.838
608585,25519.475
1374,25782.838
337044,25519.475
223438,25782.838
410790,26494.988
708850,26494.988
65762,25782.838
368158,25782.838
466234,327.30405
298695,25782.838
387123,327.30405
195314,327.30405
635977,25782.838
221641,327.30405
509352,26494.988
194972,26494.988
271970,25782.838
549491,26494.988
252947,24807.324
12964,25782.838
240411,26494.988
620544,25519.475
363267,25782.838
625132,24807.324
697677,25782.838
365036,26494.988
172754,25782.838
570952,25782.838
138986,194.49442
219717,25782.838
664238,26494.988
287618,25782.838
142974,25782.838
49707,327.30405
385688,25782.838
692220,25782.838
517155,25782.838
280367,26494.988
307641,25782.838
330639,25782.838
566927,25519.475
413186,25782.838
233296,25782.838
284046,25519.475
689138,26494.988
355909,25519.475
343480,25782.838
530737,26494.988
706192,25782.838
144175,25782.838
411205,25519.475
668857,24807.324
216101,25519.475
611512,25782.838
23027,25782.838
112429,25519.475
47085,26494.988
16150,25782.838
709314,25782.838
528609,25782.838
70434,25782.838
489925,25782.838
675409,25519.475
613713,25782.838
634884,25519.475
99992,327.30405
288957,327.30405
572029,25782.838
101664,25519.475
416208,327.30405
440739,25782.838
515251,327.30405
643291,327.30405
89612,25782.838
609848,26494.988
251148,26494.988
289021,26494.988
349710,25782.838
326539,25782.838
509870,26494.988
177612,26494.988
402923,25782.838
501059,25782.838
618884,26494.988
252251,25519.475
687669,25519.475
629298,26494.988
349055,25782.838
162332,25782.838
466141,25782.838
331680,26494.988
29237,25782.838
125862,25519.475
399816,25782.838
311497,327.30405
74113,25782.838
513088,26494.988
521269,25782.838
35896,327.30405
528605,25782.838
123314,25519.475
3157,25519.475
604919,24807.324
528573,25782.838
693916,327.30405
560637,25782.838
646210,327.30405
707906,24807.324
711662,25782.838
244331,26494.988
512140,25782.838
636736,25782.838
646367,26494.988
59536,25782.838
382351,24807.324
674791,25519.475
160828,327.30405
302587,25782.838
308530,25782.838
15072,24807.324
246820,26494.988
651049,25519.475
512081,26494.988
154460,327.30405
489217,25782.838
522948,327.30405
77105,24807.324
221272,25782.838
258475,24807.324
621307,26494.988
148308,26494.988
663449,25782.838
289738,26494.988
677777,24807.324
565655,327.30405
589029,26494.988
616456,26494.988
302789,26494.988
235427,26494.988
608541,25782.838
606280,327.30405
54933,26494.988
667733,327.30405
448578,25782.838
498019,25782.838
585388,25782.838
276111,26494.988
359647,327.30405
707681,27.041248
445731,26494.988
327533,26494.988
40604,26494.988
507771,25782.838
143125,26494.988
689309,25519.475
